dc (V),gds@Vgs 0.25 ,gds@Vgs 0.251 ,gds@Vgs 0.252 ,gds@Vgs 0.253 ,gds@Vgs 0.254 ,gds@Vgs 0.255 ,gds@Vgs 0.256 ,gds@Vgs 0.257 ,gds@Vgs 0.258 ,gds@Vgs 0.259 ,gds@Vgs 0.26 ,gds@Vgs 0.261 ,gds@Vgs 0.262 ,gds@Vgs 0.263 ,gds@Vgs 0.264 ,gds@Vgs 0.265 ,gds@Vgs 0.266 ,gds@Vgs 0.267 ,gds@Vgs 0.268 ,gds@Vgs 0.269 ,gds@Vgs 0.27 ,gds@Vgs 0.271 ,gds@Vgs 0.272 ,gds@Vgs 0.273 ,gds@Vgs 0.274 ,gds@Vgs 0.275 ,gds@Vgs 0.276 ,gds@Vgs 0.277 ,gds@Vgs 0.278 ,gds@Vgs 0.279 ,gds@Vgs 0.28 ,gds@Vgs 0.281 ,gds@Vgs 0.282 ,gds@Vgs 0.283 ,gds@Vgs 0.284 ,gds@Vgs 0.285 ,gds@Vgs 0.286 ,gds@Vgs 0.287 ,gds@Vgs 0.288 ,gds@Vgs 0.289 ,gds@Vgs 0.29 ,gds@Vgs 0.291 ,gds@Vgs 0.292 ,gds@Vgs 0.293 ,gds@Vgs 0.294 ,gds@Vgs 0.295 ,gds@Vgs 0.296 ,gds@Vgs 0.297 ,gds@Vgs 0.298 ,gds@Vgs 0.299 ,gds@Vgs 0.3 ,gds@Vgs 0.301 ,gds@Vgs 0.302 ,gds@Vgs 0.303 ,gds@Vgs 0.304 ,gds@Vgs 0.305 ,gds@Vgs 0.306 ,gds@Vgs 0.307 ,gds@Vgs 0.308 ,gds@Vgs 0.309 ,gds@Vgs 0.31 ,gds@Vgs 0.311 ,gds@Vgs 0.312 ,gds@Vgs 0.313 ,gds@Vgs 0.314 ,gds@Vgs 0.315 ,gds@Vgs 0.316 ,gds@Vgs 0.317 ,gds@Vgs 0.318 ,gds@Vgs 0.319 ,gds@Vgs 0.32 ,gds@Vgs 0.321 ,gds@Vgs 0.322 ,gds@Vgs 0.323 ,gds@Vgs 0.324 ,gds@Vgs 0.325 ,gds@Vgs 0.326 ,gds@Vgs 0.327 ,gds@Vgs 0.328 ,gds@Vgs 0.329 ,gds@Vgs 0.33 
396E-3,9.4425207E-6,9.7301331E-6,10.025829E-6,10.329799E-6,10.642235E-6,10.963332E-6,11.293289E-6,11.632305E-6,11.980583E-6,12.338328E-6,12.705746E-6,13.083047E-6,13.470441E-6,13.868141E-6,14.276362E-6,14.695321E-6,15.125235E-6,15.566324E-6,16.018809E-6,16.482912E-6,16.958856E-6,17.446865E-6,17.947164E-6,18.459980E-6,18.985538E-6,19.524065E-6,20.075788E-6,20.640935E-6,21.219733E-6,21.812408E-6,22.419188E-6,23.040298E-6,23.675965E-6,24.326413E-6,24.991866E-6,25.672547E-6,26.368678E-6,27.080478E-6,27.808166E-6,28.551960E-6,29.312073E-6,30.088720E-6,30.882111E-6,31.692455E-6,32.519958E-6,33.364824E-6,34.227253E-6,35.107444E-6,36.005592E-6,36.921890E-6,37.856527E-6,38.809688E-6,39.781557E-6,40.772311E-6,41.782128E-6,42.811179E-6,43.859633E-6,44.927654E-6,46.015404E-6,47.123039E-6,48.250713E-6,49.398575E-6,50.566771E-6,51.755442E-6,52.964726E-6,54.194756E-6,55.445662E-6,56.717569E-6,58.010599E-6,59.324868E-6,60.660491E-6,62.017576E-6,63.396229E-6,64.796552E-6,66.218641E-6,67.662590E-6,69.128490E-6,70.616424E-6,72.126476E-6,73.658724E-6,75.213241E-6
398E-3,9.4482911E-6,9.7360434E-6,10.031881E-6,10.335995E-6,10.648576E-6,10.969821E-6,11.299927E-6,11.639094E-6,11.987524E-6,12.345423E-6,12.712996E-6,13.090452E-6,13.478003E-6,13.875862E-6,14.284242E-6,14.703360E-6,15.133434E-6,15.574683E-6,16.027328E-6,16.491591E-6,16.967695E-6,17.455863E-6,17.956321E-6,18.469294E-6,18.995007E-6,19.533689E-6,20.085565E-6,20.650863E-6,21.229808E-6,21.822629E-6,22.429551E-6,23.050800E-6,23.686602E-6,24.337180E-6,25.002759E-6,25.683561E-6,26.379807E-6,27.091717E-6,27.819509E-6,28.563399E-6,29.323602E-6,30.100330E-6,30.893795E-6,31.704203E-6,32.531761E-6,33.376672E-6,34.239136E-6,35.119351E-6,36.017511E-6,36.933809E-6,37.868432E-6,38.821567E-6,39.793395E-6,40.784094E-6,41.793839E-6,42.822803E-6,43.871152E-6,44.939051E-6,46.026660E-6,47.134136E-6,48.261630E-6,49.409292E-6,50.577266E-6,51.765693E-6,52.974709E-6,54.204448E-6,55.455038E-6,56.726603E-6,58.019264E-6,59.333137E-6,60.668336E-6,62.024967E-6,63.403137E-6,64.802945E-6,66.224487E-6,67.667856E-6,69.133141E-6,70.620427E-6,72.129794E-6,73.661320E-6,75.215077E-6
400E-3,9.4541241E-6,9.7420183E-6,10.038000E-6,10.342259E-6,10.654989E-6,10.976383E-6,11.306641E-6,11.645961E-6,11.994546E-6,12.352600E-6,12.720331E-6,13.097946E-6,13.485657E-6,13.883676E-6,14.292218E-6,14.711499E-6,15.141736E-6,15.583148E-6,16.035957E-6,16.500383E-6,16.976650E-6,17.464981E-6,17.965600E-6,18.478734E-6,19.004608E-6,19.543448E-6,20.095481E-6,20.660933E-6,21.240031E-6,21.833002E-6,22.440071E-6,23.061463E-6,23.697405E-6,24.348119E-6,25.013829E-6,25.694758E-6,26.391125E-6,27.103150E-6,27.831051E-6,28.575044E-6,29.335342E-6,30.112159E-6,30.905703E-6,31.716183E-6,32.543803E-6,33.388766E-6,34.251272E-6,35.131519E-6,36.029699E-6,36.946005E-6,37.880624E-6,38.833740E-6,39.805536E-6,40.796189E-6,41.805872E-6,42.834758E-6,43.883013E-6,44.950800E-6,46.038279E-6,47.145606E-6,48.272932E-6,49.420405E-6,50.588169E-6,51.776364E-6,52.985126E-6,54.214586E-6,55.464873E-6,56.736110E-6,58.028416E-6,59.341908E-6,60.676698E-6,62.032891E-6,63.410593E-6,64.809902E-6,66.230914E-6,67.673721E-6,69.138410E-6,70.625065E-6,72.133766E-6,73.664589E-6,75.217606E-6
402E-3,9.4600191E-6,9.7480571E-6,10.044185E-6,10.348592E-6,10.661471E-6,10.983018E-6,11.313429E-6,11.652904E-6,12.001646E-6,12.359859E-6,12.727750E-6,13.105527E-6,13.493400E-6,13.891583E-6,14.300290E-6,14.719735E-6,15.150138E-6,15.591717E-6,16.044693E-6,16.509286E-6,16.985719E-6,17.474216E-6,17.975002E-6,18.488300E-6,19.014338E-6,19.553341E-6,20.105534E-6,20.671146E-6,21.250400E-6,21.843525E-6,22.450745E-6,23.072286E-6,23.708372E-6,24.359227E-6,25.025074E-6,25.706134E-6,26.402628E-6,27.114774E-6,27.842790E-6,28.586892E-6,29.347292E-6,30.124203E-6,30.917833E-6,31.728391E-6,32.556080E-6,33.401103E-6,34.263659E-6,35.143944E-6,36.042152E-6,36.958474E-6,37.893096E-6,38.846203E-6,39.817976E-6,40.808591E-6,41.818222E-6,42.847040E-6,43.895210E-6,44.962895E-6,46.050255E-6,47.157443E-6,48.284612E-6,49.431907E-6,50.599473E-6,51.787448E-6,52.995967E-6,54.225162E-6,55.475159E-6,56.746081E-6,58.038048E-6,59.351173E-6,60.685567E-6,62.041338E-6,63.418587E-6,64.817414E-6,66.237913E-6,67.680174E-6,69.144285E-6,70.630327E-6,72.138381E-6,73.668520E-6,75.220817E-6
404E-3,9.4659751E-6,9.7541589E-6,10.050435E-6,10.354992E-6,10.668023E-6,10.989723E-6,11.320290E-6,11.659923E-6,12.008825E-6,12.367199E-6,12.735252E-6,13.113193E-6,13.501232E-6,13.899581E-6,14.308455E-6,14.728069E-6,15.158641E-6,15.600389E-6,16.053535E-6,16.518298E-6,16.994901E-6,17.483568E-6,17.984523E-6,18.497990E-6,19.024195E-6,19.563364E-6,20.115723E-6,20.681497E-6,21.260913E-6,21.854196E-6,22.461572E-6,23.083266E-6,23.719501E-6,24.370502E-6,25.036490E-6,25.717687E-6,26.414313E-6,27.126586E-6,27.854723E-6,28.598939E-6,29.359447E-6,30.136458E-6,30.930181E-6,31.740824E-6,32.568589E-6,33.413678E-6,34.276291E-6,35.156622E-6,36.054866E-6,36.971211E-6,37.905845E-6,38.858951E-6,39.830709E-6,40.821296E-6,41.830883E-6,42.859642E-6,43.907737E-6,44.975331E-6,46.062581E-6,47.169642E-6,48.296664E-6,49.443793E-6,50.611172E-6,51.798939E-6,53.007228E-6,54.236169E-6,55.485890E-6,56.756510E-6,58.048150E-6,59.360922E-6,60.694936E-6,62.050299E-6,63.427112E-6,64.825472E-6,66.245473E-6,67.687205E-6,69.150754E-6,70.636202E-6,72.143626E-6,73.673101E-6,75.224696E-6
406E-3,9.4719914E-6,9.7603229E-6,10.056748E-6,10.361458E-6,10.674643E-6,10.996500E-6,11.327224E-6,11.667018E-6,12.016081E-6,12.374618E-6,12.742836E-6,13.120944E-6,13.509150E-6,13.907669E-6,14.316713E-6,14.736498E-6,15.167242E-6,15.609163E-6,16.062481E-6,16.527417E-6,17.004194E-6,17.493034E-6,17.994162E-6,18.507801E-6,19.034178E-6,19.573517E-6,20.126044E-6,20.691986E-6,21.271567E-6,21.865013E-6,22.472549E-6,23.094400E-6,23.730790E-6,24.381941E-6,25.048076E-6,25.729415E-6,26.426178E-6,27.138583E-6,27.866846E-6,28.611182E-6,29.371804E-6,30.148922E-6,30.942745E-6,31.753478E-6,32.581326E-6,33.426489E-6,34.289165E-6,35.169550E-6,36.067837E-6,36.984214E-6,37.918867E-6,38.871980E-6,39.843732E-6,40.834298E-6,41.843852E-6,42.872561E-6,43.920590E-6,44.988102E-6,46.075253E-6,47.182196E-6,48.309082E-6,49.456056E-6,50.623259E-6,51.810829E-6,53.018900E-6,54.247601E-6,55.497057E-6,56.767389E-6,58.058715E-6,59.371148E-6,60.704796E-6,62.059766E-6,63.436156E-6,64.834065E-6,66.253585E-6,67.694804E-6,69.157809E-6,70.642679E-6,72.149491E-6,73.678319E-6,75.229232E-6
408E-3,9.4780672E-6,9.7665483E-6,10.063125E-6,10.367989E-6,10.681330E-6,11.003345E-6,11.334230E-6,11.674185E-6,12.023413E-6,12.382116E-6,12.750502E-6,13.128778E-6,13.517155E-6,13.915845E-6,14.325062E-6,14.745021E-6,15.175940E-6,15.618037E-6,16.071531E-6,16.536643E-6,17.013597E-6,17.502613E-6,18.003917E-6,18.517732E-6,19.044284E-6,19.583797E-6,20.136497E-6,20.702610E-6,21.282360E-6,21.875974E-6,22.483675E-6,23.105688E-6,23.742236E-6,24.393543E-6,25.059829E-6,25.741315E-6,26.438220E-6,27.150763E-6,27.879158E-6,28.623620E-6,29.384361E-6,30.161592E-6,30.955520E-6,31.766351E-6,32.594287E-6,33.439530E-6,34.302278E-6,35.182724E-6,36.081060E-6,36.997476E-6,37.932157E-6,38.885285E-6,39.857039E-6,40.847594E-6,41.857121E-6,42.885790E-6,43.933763E-6,45.001202E-6,46.088264E-6,47.195100E-6,48.321860E-6,49.468689E-6,50.635728E-6,51.823113E-6,53.030977E-6,54.259449E-6,55.508653E-6,56.778710E-6,58.069735E-6,59.381842E-6,60.715139E-6,62.069729E-6,63.445712E-6,64.843185E-6,66.262239E-6,67.702962E-6,69.165438E-6,70.649747E-6,72.155965E-6,73.684165E-6,75.234414E-6
410E-3,9.4842018E-6,9.7728342E-6,10.069565E-6,10.374584E-6,10.688084E-6,11.010259E-6,11.341307E-6,11.681426E-6,12.030820E-6,12.389691E-6,12.758247E-6,13.136694E-6,13.525244E-6,13.924109E-6,14.333502E-6,14.753638E-6,15.184734E-6,15.627009E-6,16.080682E-6,16.545975E-6,17.023108E-6,17.512304E-6,18.013787E-6,18.527782E-6,19.054512E-6,19.594203E-6,20.147080E-6,20.713367E-6,21.293291E-6,21.887076E-6,22.494946E-6,23.117125E-6,23.753837E-6,24.405303E-6,25.071746E-6,25.753384E-6,26.450437E-6,27.163122E-6,27.891655E-6,28.636248E-6,29.397115E-6,30.174464E-6,30.968503E-6,31.779438E-6,32.607470E-6,33.452800E-6,34.315625E-6,35.196139E-6,36.094533E-6,37.010995E-6,37.945711E-6,38.898862E-6,39.870626E-6,40.861178E-6,41.870688E-6,42.899325E-6,43.947251E-6,45.014627E-6,46.101608E-6,47.208348E-6,48.334993E-6,49.481687E-6,50.648572E-6,51.835783E-6,53.043452E-6,54.271707E-6,55.520671E-6,56.790465E-6,58.081203E-6,59.392998E-6,60.725956E-6,62.080180E-6,63.455771E-6,64.852822E-6,66.271425E-6,67.711668E-6,69.173632E-6,70.657397E-6,72.163038E-6,73.690627E-6,75.240230E-6
412E-3,9.4903944E-6,9.7791799E-6,10.076066E-6,10.381243E-6,10.694903E-6,11.017241E-6,11.348453E-6,11.688739E-6,12.038301E-6,12.397343E-6,12.766070E-6,13.144692E-6,13.533418E-6,13.932459E-6,14.342030E-6,14.762346E-6,15.193623E-6,15.636079E-6,16.089934E-6,16.555409E-6,17.032725E-6,17.522105E-6,18.023771E-6,18.537948E-6,19.064861E-6,19.604733E-6,20.157790E-6,20.724256E-6,21.304358E-6,21.898318E-6,22.506361E-6,23.128711E-6,23.765591E-6,24.417222E-6,25.083825E-6,25.765620E-6,26.462826E-6,27.175659E-6,27.904334E-6,28.649064E-6,29.410062E-6,30.187536E-6,30.981692E-6,31.792737E-6,32.620871E-6,33.466294E-6,34.329203E-6,35.209792E-6,36.108251E-6,37.024767E-6,37.959526E-6,38.912707E-6,39.884489E-6,40.875046E-6,41.884548E-6,42.913161E-6,43.961049E-6,45.028371E-6,46.115282E-6,47.221934E-6,48.348474E-6,49.495045E-6,50.661786E-6,51.848834E-6,53.056319E-6,54.284368E-6,55.533105E-6,56.802647E-6,58.093111E-6,59.404606E-6,60.737239E-6,62.091112E-6,63.466324E-6,64.862969E-6,66.281136E-6,67.720913E-6,69.182381E-6,70.665618E-6,72.170699E-6,73.697694E-6,75.246669E-6
414E-3,9.4966442E-6,9.7855847E-6,10.082629E-6,10.387965E-6,10.701787E-6,11.024289E-6,11.355668E-6,11.696122E-6,12.045855E-6,12.405070E-6,12.773972E-6,13.152770E-6,13.541674E-6,13.940895E-6,14.350646E-6,14.771144E-6,15.202604E-6,15.645245E-6,16.099285E-6,16.564946E-6,17.042448E-6,17.532014E-6,18.033866E-6,18.548230E-6,19.075328E-6,19.615385E-6,20.168626E-6,20.735275E-6,21.315558E-6,21.909697E-6,22.517918E-6,23.140443E-6,23.777495E-6,24.429295E-6,25.096064E-6,25.778021E-6,26.475385E-6,27.188370E-6,27.917193E-6,28.662066E-6,29.423200E-6,30.200804E-6,30.995084E-6,31.806244E-6,32.634486E-6,33.480010E-6,34.343010E-6,35.223680E-6,36.122210E-6,37.038788E-6,37.973596E-6,38.926816E-6,39.898624E-6,40.889194E-6,41.898695E-6,42.927294E-6,43.975153E-6,45.042430E-6,46.129280E-6,47.235854E-6,48.362298E-6,49.508755E-6,50.675364E-6,51.862259E-6,53.069571E-6,54.297427E-6,55.545947E-6,56.815251E-6,58.105452E-6,59.416660E-6,60.748981E-6,62.102516E-6,63.477363E-6,64.873615E-6,66.291362E-6,67.730688E-6,69.191675E-6,70.674401E-6,72.178938E-6,73.705356E-6,75.253720E-6
416E-3,9.5029506E-6,9.7920479E-6,10.089251E-6,10.394749E-6,10.708735E-6,11.031403E-6,11.362951E-6,11.703576E-6,12.053482E-6,12.412871E-6,12.781950E-6,13.160927E-6,13.550011E-6,13.949414E-6,14.359349E-6,14.780032E-6,15.211678E-6,15.654506E-6,16.108734E-6,16.574583E-6,17.052274E-6,17.542030E-6,18.044072E-6,18.558625E-6,19.085912E-6,19.626158E-6,20.179586E-6,20.746422E-6,21.326890E-6,21.921213E-6,22.529615E-6,23.152319E-6,23.789548E-6,24.441521E-6,25.108461E-6,25.790584E-6,26.488110E-6,27.201254E-6,27.930230E-6,28.675250E-6,29.436526E-6,30.214266E-6,31.008675E-6,31.819957E-6,32.648314E-6,33.493943E-6,34.357040E-6,35.237799E-6,36.136407E-6,37.053053E-6,37.987919E-6,38.941184E-6,39.913026E-6,40.903617E-6,41.913126E-6,42.941719E-6,43.989556E-6,45.056798E-6,46.143596E-6,47.250101E-6,48.376460E-6,49.522813E-6,50.689300E-6,51.876053E-6,53.083203E-6,54.310875E-6,55.559191E-6,56.828268E-6,58.118219E-6,59.429152E-6,60.761174E-6,62.114385E-6,63.488880E-6,64.884754E-6,66.302094E-6,67.740985E-6,69.201506E-6,70.683736E-6,72.187745E-6,73.713602E-6,75.261373E-6
418E-3,9.5093129E-6,9.7985686E-6,10.095933E-6,10.401595E-6,10.715746E-6,11.038583E-6,11.370301E-6,11.711099E-6,12.061180E-6,12.420746E-6,12.790004E-6,13.169162E-6,13.558429E-6,13.958016E-6,14.368138E-6,14.789008E-6,15.220843E-6,15.663860E-6,16.118279E-6,16.584320E-6,17.062203E-6,17.552151E-6,18.054386E-6,18.569132E-6,19.096612E-6,19.637049E-6,20.190669E-6,20.757695E-6,21.338352E-6,21.932863E-6,22.541450E-6,23.164338E-6,23.801747E-6,24.453899E-6,25.121013E-6,25.803308E-6,26.501001E-6,27.214307E-6,27.943441E-6,28.688615E-6,29.450038E-6,30.227919E-6,31.022463E-6,31.833873E-6,32.662349E-6,33.508091E-6,34.371292E-6,35.252145E-6,36.150839E-6,37.067560E-6,38.002490E-6,38.955809E-6,39.927692E-6,40.918311E-6,41.927836E-6,42.956431E-6,44.004256E-6,45.071470E-6,46.158225E-6,47.264671E-6,48.390954E-6,49.537213E-6,50.703587E-6,51.890209E-6,53.097208E-6,54.324708E-6,55.572831E-6,56.841692E-6,58.131404E-6,59.442076E-6,60.773811E-6,62.126710E-6,63.500868E-6,64.896377E-6,66.313324E-6,67.751794E-6,69.211865E-6,70.693613E-6,72.197111E-6,73.722424E-6,75.269618E-6
420E-3,9.5157303E-6,9.8051462E-6,10.102673E-6,10.408500E-6,10.722820E-6,11.045826E-6,11.377717E-6,11.718690E-6,12.068948E-6,12.428694E-6,12.798133E-6,13.177474E-6,13.566926E-6,13.966701E-6,14.377011E-6,14.798071E-6,15.230097E-6,15.673307E-6,16.127920E-6,16.594155E-6,17.072233E-6,17.562377E-6,18.064808E-6,18.579750E-6,19.107425E-6,19.648058E-6,20.201873E-6,20.769093E-6,21.349942E-6,21.944644E-6,22.553422E-6,23.176497E-6,23.814091E-6,24.466425E-6,25.133718E-6,25.816189E-6,26.514053E-6,27.227528E-6,27.956825E-6,28.702157E-6,29.463732E-6,30.241760E-6,31.036444E-6,31.847988E-6,32.676590E-6,33.522450E-6,34.385762E-6,35.266716E-6,36.165502E-6,37.082304E-6,38.017306E-6,38.970685E-6,39.942617E-6,40.933273E-6,41.942821E-6,42.971426E-6,44.019248E-6,45.086443E-6,46.173164E-6,47.279560E-6,48.405775E-6,49.551950E-6,50.718222E-6,51.904722E-6,53.111580E-6,54.338919E-6,55.586859E-6,56.855516E-6,58.145002E-6,59.455424E-6,60.786885E-6,62.139485E-6,63.513318E-6,64.908476E-6,66.325044E-6,67.763107E-6,69.222742E-6,70.704025E-6,72.207026E-6,73.731811E-6,75.278444E-6
422E-3,9.5222022E-6,9.8117800E-6,10.109471E-6,10.415466E-6,10.729955E-6,11.053134E-6,11.385198E-6,11.726349E-6,12.076786E-6,12.436713E-6,12.806336E-6,13.185863E-6,13.575502E-6,13.975466E-6,14.385967E-6,14.807219E-6,15.239440E-6,15.682845E-6,16.137654E-6,16.604087E-6,17.082363E-6,17.572706E-6,18.075336E-6,18.590476E-6,19.118351E-6,19.659183E-6,20.213196E-6,20.780614E-6,21.361659E-6,21.956556E-6,22.565527E-6,23.188794E-6,23.826577E-6,24.479097E-6,25.146574E-6,25.829225E-6,26.527267E-6,27.240913E-6,27.970379E-6,28.715873E-6,29.477607E-6,30.255787E-6,31.050617E-6,31.862299E-6,32.691034E-6,33.537018E-6,34.400446E-6,35.281508E-6,36.180392E-6,37.097283E-6,38.032363E-6,38.985809E-6,39.957797E-6,40.948497E-6,41.958077E-6,42.986700E-6,44.034526E-6,45.101711E-6,46.188407E-6,47.294761E-6,48.420919E-6,49.567019E-6,50.733198E-6,51.919587E-6,53.126314E-6,54.353502E-6,55.601271E-6,56.869735E-6,58.159006E-6,59.469189E-6,60.800389E-6,62.152702E-6,63.526223E-6,64.921042E-6,66.337246E-6,67.774916E-6,69.234130E-6,70.714962E-6,72.217481E-6,73.741754E-6,75.287843E-6
424E-3,9.5287279E-6,9.8184692E-6,10.116327E-6,10.422490E-6,10.737151E-6,11.060503E-6,11.392745E-6,11.734074E-6,12.084692E-6,12.444803E-6,12.814612E-6,13.194326E-6,13.584156E-6,13.984311E-6,14.395005E-6,14.816453E-6,15.248870E-6,15.692473E-6,16.147481E-6,16.614114E-6,17.092592E-6,17.583136E-6,18.085968E-6,18.601311E-6,19.129388E-6,19.670422E-6,20.224637E-6,20.792256E-6,21.373501E-6,21.968597E-6,22.577765E-6,23.201227E-6,23.839204E-6,24.491915E-6,25.159580E-6,25.842415E-6,26.540638E-6,27.254462E-6,27.984100E-6,28.729763E-6,29.491659E-6,30.269996E-6,31.064977E-6,31.876805E-6,32.705677E-6,33.551792E-6,34.415342E-6,35.296517E-6,36.195506E-6,37.112493E-6,38.047658E-6,39.001179E-6,39.973230E-6,40.963981E-6,41.973600E-6,43.002249E-6,44.050087E-6,45.117270E-6,46.203949E-6,47.310271E-6,48.436379E-6,49.582414E-6,50.748510E-6,51.934797E-6,53.141404E-6,54.368452E-6,55.616059E-6,56.884342E-6,58.173408E-6,59.483366E-6,60.814315E-6,62.166354E-6,63.539576E-6,64.934070E-6,66.349922E-6,67.787213E-6,69.246019E-6,70.726414E-6,72.228468E-6,73.752243E-6,75.297803E-6
426E-3,9.5353068E-6,9.8252133E-6,10.123239E-6,10.429573E-6,10.744407E-6,11.067935E-6,11.400355E-6,11.741865E-6,12.092667E-6,12.452963E-6,12.822960E-6,13.202864E-6,13.592886E-6,13.993235E-6,14.404125E-6,14.825770E-6,15.258386E-6,15.702190E-6,16.157400E-6,16.624236E-6,17.102917E-6,17.593666E-6,18.096703E-6,18.612252E-6,19.140534E-6,19.681774E-6,20.236194E-6,20.804017E-6,21.385467E-6,21.980765E-6,22.590134E-6,23.213795E-6,23.851969E-6,24.504875E-6,25.172732E-6,25.855757E-6,26.554165E-6,27.268171E-6,27.997986E-6,28.743822E-6,29.505887E-6,30.284386E-6,31.079524E-6,31.891502E-6,32.720518E-6,33.566768E-6,34.430446E-6,35.311742E-6,36.210842E-6,37.127930E-6,38.063187E-6,39.016789E-6,39.988910E-6,40.979720E-6,41.989385E-6,43.018068E-6,44.065926E-6,45.133115E-6,46.219786E-6,47.326084E-6,48.452153E-6,49.598131E-6,50.764152E-6,51.950348E-6,53.156844E-6,54.383761E-6,55.631219E-6,56.899330E-6,58.188204E-6,59.497946E-6,60.828657E-6,62.180434E-6,63.553369E-6,64.947551E-6,66.363064E-6,67.799989E-6,69.258402E-6,70.738375E-6,72.239977E-6,73.763270E-6,75.308317E-6
428E-3,9.5419382E-6,9.8320116E-6,10.130207E-6,10.436713E-6,10.751722E-6,11.075428E-6,11.408028E-6,11.749721E-6,12.100708E-6,12.461192E-6,12.831379E-6,13.211475E-6,13.601691E-6,14.002237E-6,14.413325E-6,14.835170E-6,15.267988E-6,15.711995E-6,16.167409E-6,16.634451E-6,17.113339E-6,17.604295E-6,18.107540E-6,18.623297E-6,19.151789E-6,19.693237E-6,20.247865E-6,20.815897E-6,21.397553E-6,21.993058E-6,22.602631E-6,23.226496E-6,23.864871E-6,24.517976E-6,25.186029E-6,25.869247E-6,26.567846E-6,27.282038E-6,28.012036E-6,28.758050E-6,29.520287E-6,30.298954E-6,31.094254E-6,31.906387E-6,32.735552E-6,33.581944E-6,34.445756E-6,35.327178E-6,36.226395E-6,37.143591E-6,38.078946E-6,39.032637E-6,40.004835E-6,40.995711E-6,42.005430E-6,43.034154E-6,44.082040E-6,45.149243E-6,46.235913E-6,47.342196E-6,48.468233E-6,49.614164E-6,50.780121E-6,51.966234E-6,53.172629E-6,54.399426E-6,55.646744E-6,56.914695E-6,58.203387E-6,59.512925E-6,60.843409E-6,62.194935E-6,63.567595E-6,64.961477E-6,66.376665E-6,67.813238E-6,69.271271E-6,70.750836E-6,72.251999E-6,73.774826E-6,75.319374E-6
430E-3,9.5486215E-6,9.8388633E-6,10.137230E-6,10.443910E-6,10.759096E-6,11.082981E-6,11.415764E-6,11.757641E-6,12.108815E-6,12.469489E-6,12.839868E-6,13.220159E-6,13.610571E-6,14.011315E-6,14.422604E-6,14.844652E-6,15.277674E-6,15.721886E-6,16.177508E-6,16.644758E-6,17.123855E-6,17.615021E-6,18.118478E-6,18.634447E-6,19.163150E-6,19.704810E-6,20.259650E-6,20.827893E-6,21.409760E-6,22.005474E-6,22.615256E-6,23.239328E-6,23.877908E-6,24.531216E-6,25.199470E-6,25.882886E-6,26.581678E-6,27.296061E-6,28.026246E-6,28.772442E-6,29.534858E-6,30.313697E-6,31.109164E-6,31.921458E-6,32.750777E-6,33.597317E-6,34.461269E-6,35.342822E-6,36.242163E-6,37.159473E-6,38.094933E-6,39.048718E-6,40.021001E-6,41.011950E-6,42.021730E-6,43.050502E-6,44.098424E-6,45.165649E-6,46.252327E-6,47.358602E-6,48.484617E-6,49.630509E-6,50.796410E-6,51.982450E-6,53.188754E-6,54.415441E-6,55.662629E-6,56.930429E-6,58.218950E-6,59.528295E-6,60.858563E-6,62.209851E-6,63.582248E-6,64.975843E-6,66.390718E-6,67.826951E-6,69.284617E-6,70.763787E-6,72.264528E-6,73.786902E-6,75.330967E-6
432E-3,9.5553562E-6,9.8457680E-6,10.144307E-6,10.451163E-6,10.766527E-6,11.090594E-6,11.423561E-6,11.765625E-6,12.116988E-6,12.477854E-6,12.848427E-6,13.228914E-6,13.619525E-6,14.020470E-6,14.431962E-6,14.854214E-6,15.287442E-6,15.731863E-6,16.187695E-6,16.655155E-6,17.134465E-6,17.625844E-6,18.129515E-6,18.645698E-6,19.174616E-6,19.716491E-6,20.271547E-6,20.840004E-6,21.422085E-6,22.018012E-6,22.628007E-6,23.252289E-6,23.891078E-6,24.544593E-6,25.213051E-6,25.896669E-6,26.595660E-6,27.310239E-6,28.040615E-6,28.786998E-6,29.549596E-6,30.328613E-6,31.124252E-6,31.936712E-6,32.766191E-6,33.612884E-6,34.476981E-6,35.358672E-6,36.258142E-6,37.175574E-6,38.111145E-6,39.065031E-6,40.037404E-6,41.028433E-6,42.038281E-6,43.067109E-6,44.115074E-6,45.182329E-6,46.269022E-6,47.375299E-6,48.501300E-6,49.647161E-6,50.813016E-6,51.998992E-6,53.205213E-6,54.431800E-6,55.678868E-6,56.946528E-6,58.234888E-6,59.544051E-6,60.874115E-6,62.225175E-6,63.597321E-6,64.990641E-6,66.405214E-6,67.841121E-6,69.298434E-6,70.777223E-6,72.277554E-6,73.799489E-6,75.343086E-6
